-62.088, -11.52, 40
-60.088, -11.486, 40
-58.088, -11.451, 40
-56.089, -11.417, 40
-54.089, -11.382, 40
-52.089, -11.348, 40
-50.09, -11.313, 40
-48.09, -11.279, 40
-47.187, -13.019, 35.843
-46.447, -14.876, 34.934
-45.875, -16.792, 34.505
-45.505, -18.756, 33.809
-45.361, -20.75, 33.477
-45.46, -22.746, 33.855
-45.799, -24.716, 34.616
-46.343, -26.639, 35.617
-47.05, -28.51, 36.712
-47.875, -30.331, 38.325
-48.777, -32.116, 39.32
-49.714, -33.883, 39.759
-50.653, -35.649, 38.909
-51.563, -37.43, 38.129
-52.416, -39.239, 37.426
-53.186, -41.084, 36.822
-53.849, -42.971, 36.349
-54.385, -44.897, 36.044
-54.78, -46.857, 35.933
-54.912, -48.843, 38.614
-54.774, -50.838, 33.79
-54.494, -52.817, 25.182
-53.681, -54.617, 13
-51.864, -55.311, 23.606
-49.877, -55.123, 35.094
-47.921, -54.704, 38.757
-45.983, -54.21, 39.52
-44.051, -53.695, 39.895
-42.119, -53.179, 39.706
-40.185, -52.669, 39.604
-38.264, -52.121, 37.376
-36.419, -51.35, 37.785
-34.611, -50.494, 38.322
-32.832, -49.58, 39.419
-31.068, -48.638, 39.381
-29.299, -47.705, 38.676
-27.509, -46.813, 37.932
-25.689, -45.985, 37.687
-23.834, -45.238, 37.656
-21.948, -44.573, 37.801
-20.035, -43.988, 38.02
-18.102, -43.477, 38.273
-16.152, -43.034, 38.401
-14.189, -42.651, 38.649
-12.217, -42.318, 38.765
-10.237, -42.034, 38.976
-8.252, -41.791, 39.07
-6.263, -41.582, 39.157
-4.271, -41.405, 39.236
-2.276, -41.258, 39.374
-0.28, -41.137, 39.397
1.715, -40.995, 37.119
3.701, -40.761, 37.043
5.671, -40.419, 37.002
7.619, -39.968, 36.997
9.537, -39.402, 37.093
11.42, -38.728, 37.19
13.264, -37.956, 37.314
15.066, -37.09, 37.462
16.826, -36.139, 37.627
18.541, -35.111, 37.806
20.209, -34.008, 38.19
21.834, -32.843, 38.39
23.422, -31.627, 38.591
24.975, -30.368, 38.794
26.5, -29.073, 38.997
27.996, -27.746, 39.409
29.475, -26.399, 39.618
30.941, -25.039, 39.832
32.4, -23.671, 39.947
33.86, -22.305, 39.48
35.329, -20.947, 39.229
36.813, -19.606, 38.962
38.319, -18.29, 38.679
39.859, -17.015, 38.055
41.44, -15.789, 37.715
43.065, -14.624, 37.358
44.751, -13.549, 36.613
46.494, -12.57, 36.244
48.3, -11.712, 35.582
50.17, -11.004, 35.326
52.089, -10.445, 34.366
54.053, -10.07, 25.945
56.019, -9.8, 13
57.672, -10.796, 13
58.379, -12.651, 30.428
58.613, -14.635, 35.956
58.65, -16.634, 37.682
58.591, -18.633, 38.703
58.478, -20.63, 39.342
58.339, -22.625, 39.765
58.189, -24.619, 39.94
58.038, -26.614, 39.825
57.893, -28.609, 39.635
57.76, -30.604, 39.486
57.645, -32.601, 39.421
57.548, -34.598, 39.361
57.476, -36.597, 39.253
57.431, -38.597, 39.203
57.414, -40.596, 39.156
57.427, -42.596, 39.065
57.475, -44.596, 39.049
57.257, -46.581, 32.275
57.274, -48.579, 28.639
57.684, -50.532, 24.193
58.618, -52.291, 23.369
60.028, -53.702, 25.279
61.25, -55.091, 13
61.045, -53.102, 39.775
60.861, -51.11, 39.946
60.68, -49.118, 39.966
60.501, -47.126, 39.988
60.323, -45.134, 39.999
60.145, -43.142, 39.997
59.967, -41.15, 39.995
59.788, -39.158, 39.992
59.61, -37.166, 39.991
59.431, -35.174, 39.988
59.251, -33.182, 39.987
59.071, -31.19, 39.986
58.891, -29.199, 39.985
58.71, -27.207, 39.985
58.529, -25.215, 39.984
58.347, -23.223, 39.983
58.164, -21.232, 39.983
57.981, -19.24, 39.982
57.797, -17.249, 39.981
57.612, -15.257, 39.981
57.427, -13.266, 39.981
57.241, -11.274, 39.98
57.054, -9.283, 39.979
56.867, -7.292, 39.978
56.678, -5.301, 39.977
56.489, -3.31, 39.977
56.299, -1.319, 39.977
56.108, 0.672, 39.976
55.917, 2.663, 39.975
55.724, 4.653, 39.975
55.53, 6.644, 39.974
55.336, 8.635, 39.972
55.14, 10.625, 39.972
55.421, 12.584, 39.771
55.871, 14.533, 39.713
56.312, 16.483, 39.636
56.741, 18.437, 39.535
57.155, 20.393, 39.4
57.546, 22.355, 38.973
57.907, 24.322, 38.638
58.215, 26.298, 36.689
58.422, 28.287, 32.097
58.378, 30.283, 26.758
58.056, 32.256, 28.116
58.047, 34.254, 36.307
58.24, 36.245, 37.923
58.519, 38.225, 38.809
58.849, 40.197, 39.294
59.209, 42.165, 39.45
59.591, 44.128, 39.567
59.989, 46.088, 39.656
60.362, 48.053, 35.944
60.621, 50.035, 34.467
60.691, 52.032, 29.71
60.441, 54.013, 26.391
59.765, 55.883, 20.345
58.516, 57.425, 21.17
56.798, 58.422, 27.413
54.864, 58.913, 32.738
52.869, 59.026, 34.531
50.873, 58.927, 36.837
